Date,Biochemical Oxygen Demand,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,Total Coliform,pH,Turbidity,Temperature,Rainfall,Conductivity,WQI,Quality
03-02-2020,3.5,6.208576742,7588.475937,7141.543377,0.0,14841.75245,7.885384215,27.50895541,14.7,0.0,296.4402657,63.69415109621317,Poor
04-02-2020,3.66469108,6.611357757,8576.765743,8110.568428,0.163839021,16803.8835,7.98535704,56.89275921,15.7,0.0,317.5281056,64.3610492473463,Poor
05-02-2020,3.5,6.229876049,7604.073273,7118.275234,0.0,14843.79802,7.889251586,27.44247514,16.5,0.0,299.4193559,63.71970247982705,Poor
06-02-2020,3.596610244,6.543471603,8368.754111,7863.025186,0.109388921,16358.21153,7.966903066,50.10885061,16.3,0.0,316.0807297,64.23859809316477,Poor
07-02-2020,3.5,6.137868869,7335.125108,7000.0,0.0,14275.76216,7.864742815,18.8214723,16.5,0.0,296.7981588,63.55777516286526,Poor
08-02-2020,3.5,6.292711272,7702.300637,7155.743172,0.0,14994.68318,7.902681913,29.55385397,15.6,2.0,305.5535187,63.81045891608978,Poor
09-02-2020,3.585797312,6.626699436,8517.038165,7949.595146,0.118988652,16608.49407,7.985395746,53.70880344,15.7,3.0,323.2815405,64.3634012489859,Poor
10-02-2020,3.636879126,6.764423743,8840.819645,8252.185103,0.176857703,17240.16338,8.01903214,63.1308644,17.1,0.3,331.2114384,64.58852324943526,Poor
11-02-2020,3.577154869,6.680823141,8610.998528,8000.872773,0.123908835,16764.40274,7.997326069,55.9407267,16.3,0.0,328.0898505,64.44397577122349,Poor
12-02-2020,3.54550397,6.653645869,8521.95158,7890.041292,0.099019472,16569.97044,7.989714831,52.96978094,16.6,0.0,327.8038752,64.39358478855449,Poor
13-02-2020,3.524075245,6.647178853,8484.402373,7830.420685,0.084336426,16478.31848,7.9872704,51.53982297,18.8,0.0,328.5675408,64.3777128886298,Poor
14-02-2020,3.5,6.442708213,7951.572539,7275.239125,0.0,15395.89502,7.93531455,35.24759172,19.2,0.0,319.4448313,64.03112123368311,Poor
15-02-2020,3.5,6.62583655,8387.474999,7688.516158,0.050333376,16250.73087,7.980248181,48.0135659,18.3,0.0,329.7155504,64.33173597823605,Poor
16-02-2020,3.5,6.709440878,8574.308781,7852.457515,0.080260095,16607.22911,8.000290797,53.30380852,19.7,0.0,335.0232188,64.46608965644053,Poor
17-02-2020,3.649042487,7.045117366,9391.07088,8646.066973,0.236087906,18223.38883,8.083341695,77.48832268,19.7,0.0,352.9473107,65.02133038695376,Poor
18-02-2020,3.575151621,6.934892395,9092.833896,8324.423996,0.168833562,17609.36037,8.054907727,68.21938075,18.7,0.0,348.5888073,64.83188160639074,Poor
19-02-2020,3.5,6.546378427,8098.635703,7306.573391,0.0,15603.22467,7.95689227,38.06821431,20.1,0.0,330.3279903,64.17764865055017,Poor
20-02-2020,3.568330628,6.996953154,9201.927319,8385.973185,0.17520037,17791.88904,8.068640009,70.83845023,19.2,0.0,354.0333988,64.9245933452355,Poor
21-02-2020,3.5,6.888592164,8907.654572,8067.576287,0.108505472,17185.25043,8.040645105,61.67856073,19.4,0.0,349.8034637,64.7380922664019,Poor
22-02-2020,3.5,6.864008918,8822.608042,7958.180425,0.083582633,16996.89537,8.033586194,58.79236153,20.5,0.0,349.773506,64.69144374063008,Poor
23-02-2020,3.590332627,7.155815702,9528.325432,8639.330517,0.216741739,18389.90468,8.105616616,79.62608288,21.1,0.0,365.5737847,65.17309933013918,Poor
24-02-2020,3.630160328,7.274059802,9799.93201,8886.15911,0.26301021,18914.53434,8.134248467,87.43358292,21.3,0.0,372.7063054,65.36486622470791,Poor
25-02-2020,3.618158715,7.288777515,9812.525628,8873.771401,0.257410002,18920.98559,8.136991095,87.46789822,19.2,0.0,374.6725214,65.38370292358327,Poor
26-02-2020,3.5,6.969611448,8990.219981,8026.288484,0.08476626,17257.49134,8.056255431,62.45254135,17.6,0.0,359.9541986,64.84492677040977,Poor
27-02-2020,3.5,7.110807456,9318.636931,8329.339683,0.142205781,17895.30093,8.090603217,71.95627078,18.1,0.0,368.2632622,65.0748870256018,Poor
28-02-2020,3.552523642,7.274348684,9702.741622,8687.897659,0.210724037,18644.35027,8.130530522,83.12814417,20.6,0.0,377.6984994,65.34212100063154,Poor
29-02-2020,3.615227736,7.438891675,10089.18274,9048.618671,0.279653225,19397.94243,8.170701766,94.36772629,20.9,0.0,387.1923643,65.610988020513,Poor
01-03-2020,3.5,6.69063136,10759.60021,9159.925277,0.232025689,20319.44422,8.105974243,74.1324461,20.4,0.0,375.7158834,65.17915743270422,Poor
02-03-2020,3.503122239,6.773425098,11004.02278,9365.281873,0.268213761,20778.98988,8.128707363,80.13036907,23.2,0.0,381.7405037,65.33154825940635,Poor
03-03-2020,3.5,6.61351969,10641.91367,8963.881206,0.183022183,20025.30299,8.090777447,67.92463424,24.3,0.0,375.6410508,65.07872625873837,Poor
04-03-2020,3.5,6.619907078,10695.74156,8978.203614,0.180948479,20103.32967,8.094431871,68.18970029,23.7,0.0,377.86656,65.1036815883796,Poor
05-03-2020,3.596594952,7.046139993,11799.37708,10042.13141,0.388770574,22280.81991,8.20305821,99.94208543,23.3,0.0,401.0941031,65.82982935379776,Poor
06-03-2020,3.649090134,7.179486711,12170.97963,10373.83578,0.450124176,22994.10138,8.23847292,109.7269742,22.1,0.0,409.6865262,66.06694192555076,Poor
07-03-2020,3.504509345,6.918550719,11557.0466,9719.825937,0.314312604,21736.1777,8.175326256,89.939692,21.2,0.0,398.573433,65.64568833653962,Poor
08-03-2020,3.610428859,7.158476199,12195.42707,10317.96282,0.428909533,22982.75595,8.237403646,107.7161169,21.5,0.0,412.5114598,66.06090659498652,Poor
09-03-2020,3.544725852,7.055009183,11975.47468,10057.61201,0.371789569,22512.55236,8.213640976,99.73726597,20.4,0.0,409.2873329,65.90273398589959,Poor
10-03-2020,3.5,6.878658489,11573.45001,9615.046057,0.278208717,21678.09706,8.171664828,86.29136522,18.3,0.0,402.4259153,65.62290125933349,Poor
11-03-2020,3.542041338,7.105042715,12178.38805,10179.31195,0.385977878,22857.46903,8.230379226,103.0498748,20.1,0.0,415.7075575,66.01566136740023,Poor
12-03-2020,3.658559069,7.365525324,12868.68589,10828.81885,0.510780389,24207.4715,8.297624406,122.3651195,24.3,0.0,430.6998511,66.46540688864194,Poor
13-03-2020,3.500149489,7.075973027,12183.99874,10103.23404,0.360551219,22807.42395,8.227366418,100.4271682,21.6,0.0,418.1955483,65.99666251112487,Poor
14-03-2020,3.659296489,7.421345524,13086.71423,10964.95727,0.527771834,24582.11074,8.315844556,126.1080641,19.9,0.0,437.4420496,66.58824236624645,Poor
15-03-2020,3.5,6.609797174,11097.20662,8934.374949,0.116521031,20572.28948,8.115096776,65.01944984,22.1,0.0,398.8464866,65.24785689161747,Poor
16-03-2020,3.583593512,7.323499436,12920.89288,10716.91623,0.467886164,24188.80327,8.29566531,118.3242508,22.2,0.0,436.5168452,66.45458274424932,Poor
17-03-2020,3.509579499,7.201936908,12656.47284,10411.29312,0.401611158,23629.06088,8.267420671,108.983878,22.4,0.0,432.426767,66.26648264512133,Poor
18-03-2020,3.5,7.150162875,12566.56799,10280.13933,0.370224282,23418.31449,8.256625545,104.8773937,23.0,0.0,431.828327,66.19494214445335,Poor
19-03-2020,3.50936664,7.253774104,12865.15856,10537.44729,0.41652555,23984.53367,8.284678488,112.4246218,23.9,0.0,439.0007739,66.38289879143288,Poor
20-03-2020,3.5,6.863378979,11928.75377,9559.738477,0.215820784,22080.74607,8.189230958,82.92125727,25.1,0.0,421.4739367,65.74589933266535,Poor
21-03-2020,3.5,7.242434859,12915.98529,10505.65679,0.399840297,24024.2242,8.286146657,111.1266684,20.2,0.0,442.4200927,66.39384469126041,Poor
22-03-2020,3.535808486,7.383266339,13307.65287,10856.01424,0.464748018,24776.57677,8.323506097,121.4652661,23.3,0.0,451.454881,66.64396710143554,Poor
23-03-2020,3.6481044,7.632887785,13971.28071,11478.34723,0.584052762,26072.86131,8.388062231,139.9631942,24.9,0.0,465.9284294,67.0757573240302,Poor
24-03-2020,3.5,7.259103102,13076.36683,10542.16606,0.391658114,24252.08308,8.296765399,111.7058118,27.8,0.0,449.2303425,66.46648312238578,Poor
25-03-2020,3.5,7.226482072,13034.32398,10458.89567,0.369850594,24137.07672,8.290757409,109.0359187,28.7,0.0,449.5885196,66.42691935781778,Poor
26-03-2020,3.5,7.313220974,13290.63114,10674.02727,0.407729972,24618.80938,8.314586695,115.3183021,28.8,0.0,455.9121851,66.58666141554325,Poor
27-03-2020,3.593968691,7.622004817,14101.98914,11444.27391,0.556640377,26210.69185,8.393923872,138.2544037,26.8,0.355017104,473.3350008,67.11718327372537,Poor
28-03-2020,3.536141783,7.529979532,13911.25114,11212.5009,0.505156402,25798.4396,8.373054791,131.1302345,26.9,0.750910058,470.7136754,66.97834798715051,Poor
29-03-2020,3.5,7.383527596,13584.36167,10844.66496,0.426470904,25113.95081,8.338574436,119.9245459,27.3,0.841624288,465.366746,66.74859111909446,Poor
30-03-2020,3.556639978,7.617321377,14207.99003,11427.4475,0.537921685,26330.57316,8.399150267,137.2378312,26.5,0.945707344,479.0272456,67.1537875903714,Poor
31-03-2020,3.516228752,7.559202116,14101.72772,11280.45214,0.503430981,26087.49875,8.386741965,132.6582493,28.1,1.062154922,478.0866524,67.07146431212806,Poor
01-04-2020,3.604715782,7.758557339,14639.03199,11777.14819,0.597694163,27131.65113,8.438695783,135.7039044,31.2,1.189962718,490.0137602,67.41906432944691,Poor
02-04-2020,3.5,7.449375057,13904.86133,11002.50618,0.437706842,25632.95629,8.363508095,112.1307554,30.0,1.328126429,476.5073889,66.91738474758921,Poor
03-04-2020,3.5,7.549118785,14192.86304,11250.18539,0.482202373,26178.71785,8.390544157,119.2284713,28.8,1.47564175,483.4401356,67.09853561509873,Poor
04-04-2020,3.5,7.560995958,14261.04426,11278.20492,0.482786068,26284.95901,8.395605205,119.7377232,28.6,1.631504378,485.9717957,67.1328959337244,Poor
05-04-2020,3.5,7.37137447,13825.31331,10802.485,0.38264346,25383.50538,8.350282592,105.1362163,28.2,1.79471001,478.4201896,66.83070193271635,Poor
06-04-2020,3.545937518,7.747847576,14804.64198,11742.00924,0.565572756,27312.3094,8.446474016,132.9935572,31.0,0.0,499.1644083,67.47378849319875,Poor
07-04-2020,3.5444869,7.765259551,14886.12965,11783.88884,0.568997668,27445.5787,8.45288993,133.9231787,30.5,0.0,501.9460964,67.51719139172677,Poor
08-04-2020,3.521067609,7.738367843,14856.65869,11715.01791,0.550298483,27357.0868,8.448219085,131.5320008,29.1,0.0,502.5025601,67.48653427388325,Poor
09-04-2020,3.5,7.714588859,14834.75894,11653.93794,0.533184962,27283.90213,8.444314975,129.3763649,32.1,0.0,503.2040563,67.46099575030969,Poor
10-04-2020,3.5,7.50245059,14341.73924,11121.9694,0.421922649,26268.6511,8.393308994,113.0959807,30.9,0.5,494.4764246,67.12082374449221,Poor
11-04-2020,3.5,7.725264329,14935.86677,11677.391,0.528168728,27427.87671,8.451028362,129.4393048,31.4,0.5,507.4846725,67.50691016423765,Poor
12-04-2020,3.5,7.764562275,15070.96103,11774.03371,0.542690829,27669.22657,8.462855533,132.0213611,31.8,4.6,511.3048567,67.58644314475698,Poor
13-04-2020,3.5,7.696197611,14936.64406,11601.53098,0.503417062,27371.95332,8.447753209,126.5312466,32.3,1.0,509.7290866,67.48608926976608,Poor
14-04-2020,3.519937674,7.847772936,15351.91151,11978.88977,0.574150235,28174.05672,8.48762145,137.5392636,33.3,0.0,519.1369461,67.75292303897349,Poor
15-04-2020,3.579459284,7.98403946,15728.63065,12317.98856,0.637267451,28899.27974,8.523647474,147.4018597,31.8,0.5,527.7654538,67.83785085396778,Poor
16-04-2020,3.730773625,8.303481004,16563.00034,13000.0,0.7,30540.02847,8.605451655,171.0054272,32.5,0.309962973,545.5382628,67.84432640923995,Poor
17-04-2020,3.562825616,7.983982424,15799.72213,12314.74884,0.627328107,28985.71429,8.527504632,146.6914356,33.6,0.3,531.3490824,67.83915655556365,Poor
18-04-2020,3.574446685,8.02320172,15932.9305,12411.26838,0.64204591,29224.61441,8.539220332,149.2843388,31.5,2.0,535.0802833,67.84051602539532,Poor
19-04-2020,3.544680892,7.979222275,15857.82349,12299.80491,0.61520866,29047.13305,8.530119036,145.6404941,30.2,1.667250371,534.6355102,67.84035397150768,Poor
20-04-2020,3.5,7.632565425,15025.69413,11431.66223,0.43707846,27355.86433,8.445330517,119.2991039,30.5,0.1,519.0403101,67.47347531578372,Poor
21-04-2020,3.55666775,8.033006915,16060.97154,12431.28015,0.632544606,29399.67453,8.547298155,148.9934504,29.4,0.0,540.7829553,67.84259380430663,Poor
22-04-2020,3.569099843,8.072121051,16192.58136,12527.59486,0.647395659,29636.42284,8.558914976,151.5917071,29.7,0.0,544.4416512,67.84392685680973,Poor
23-04-2020,3.813264481,8.574257597,17000.0,13000.0,0.7,31000.0,8.686267877,188.9202055,28.9,0.0,546.0,67.84449464402827,Poor
24-04-2020,3.55167224,8.064433613,16239.92414,12505.48229,0.634291227,29679.01689,8.560610583,150.3553234,29.2,0.31188839,546.0,67.84449464402827,Poor
25-04-2020,3.605134582,8.184268062,16572.22743,12803.64592,0.689656497,30318.01873,8.592347302,159.0185804,30.8,1.00656038,546.0,67.84449464402827,Poor
26-04-2020,3.575682418,8.137818943,16488.43316,12686.11754,0.661934056,30125.1296,8.582492007,155.2144224,28.9,1.391580316,546.0,67.84449464402827,Poor
27-04-2020,3.5,7.931572146,16004.74647,12169.11227,0.55436818,29132.76729,8.532665651,139.4293861,27.6,1.183782191,545.6479572,67.84436637659404,Poor
28-04-2020,3.702085106,8.414156437,17000.0,13000.0,0.7,31000.0,8.655024909,175.3107228,27.7,0.1,546.0,67.84449464402827,Poor
29-04-2020,3.667469046,8.355994255,17000.0,13000.0,0.7,31000.0,8.642174885,170.640208,29.1,0.3,546.0,67.84449464402827,Poor
30-04-2020,3.675948967,8.383555534,17000.0,13000.0,0.7,31000.0,8.650732561,172.4031782,32.1,8.875244993,546.0,67.84449464402827,Poor
01-05-2020,3.510572815,8.062933023,16456.70025,12492.14266,0.602858833,29939.9823,8.57222063,148.0566796,27.4,16.0,546.0,67.84449464402827,Poor
02-05-2020,3.746551154,8.544544851,17000.0,13000.0,0.7,31000.0,8.694243138,183.8821608,28.8,11.14162627,546.0,67.84449464402827,Poor
03-05-2020,3.5,8.002499675,16364.7632,12338.48771,0.564413105,29709.81979,8.560326767,142.9378585,31.4,0.3,546.0,67.84449464402827,Poor
04-05-2020,3.674755213,8.418828033,17000.0,13000.0,0.7,31000.0,8.665978682,173.8761493,32.2,2.726648224,546.0,67.84449464402827,Poor
05-05-2020,3.840149781,8.757831787,17000.0,13000.0,0.7,31000.0,8.7,199.0197576,26.8,5.1,546.0,67.84449464402827,Poor
06-05-2020,3.52717387,8.139609346,16792.77215,12677.55603,0.62110919,30499.13221,8.59923651,152.3761478,28.7,5.903848447,546.0,67.84449464402827,Poor
07-05-2020,3.574808065,8.242119591,17000.0,12932.63822,0.668545387,31000.0,8.626355838,159.7923177,29.2,5.392657644,546.0,67.84449464402827,Poor
08-05-2020,3.646698817,8.392653277,17000.0,13000.0,0.7,31000.0,8.665454113,170.8151549,31.0,3.989542616,546.0,67.84449464402827,Poor
09-05-2020,3.591765895,8.289047943,17000.0,13000.0,0.684579523,31000.0,8.640990286,162.7825538,32.6,2.117618393,546.0,67.84449464402827,Poor
10-05-2020,3.5,8.096301617,16791.29384,12564.64362,0.584597446,30412.60001,8.594213436,148.0694441,29.8,0.2,546.0,67.84449464402827,Poor
11-05-2020,3.659974731,8.43650434,17000.0,13000.0,0.7,31000.0,8.680645658,173.3326554,29.0,0.0,546.0,67.84449464402827,Poor
12-05-2020,3.552509994,8.226349811,17000.0,12887.57652,0.642621272,31000.0,8.629459966,157.3242894,29.8,0.0,546.0,67.84449464402827,Poor
13-05-2020,3.711798958,8.549204467,17000.0,13000.0,0.7,31000.0,8.7,181.2969024,31.8,0.0,546.0,67.84449464402827,Poor
14-05-2020,3.578272368,8.285928537,17000.0,13000.0,0.665707321,31000.0,8.646973129,161.3150827,32.9,0.0,546.0,67.84449464402827,Poor
15-05-2020,3.831057326,8.794775099,17000.0,13000.0,0.7,31000.0,8.7,199.2478815,34.4,0.0,546.0,67.84449464402827,Poor
16-05-2020,3.603659933,8.34275539,17000.0,13000.0,0.687722333,31000.0,8.663679223,165.1212097,34.6,0.0,546.0,67.84449464402827,Poor
17-05-2020,3.655771017,8.449250239,17000.0,13000.0,0.7,31000.0,8.691507031,172.8886963,34.3,0.0,546.0,67.84449464402827,Poor
18-05-2020,3.77538955,8.690256919,17000.0,13000.0,0.7,31000.0,8.7,190.7502019,35.5,0.0,546.0,67.84449464402827,Poor
19-05-2020,3.577079013,8.294901868,17000.0,13000.0,0.654786127,31000.0,8.655235157,160.8902726,34.7,0.0,546.0,67.84449464402827,Poor
20-05-2020,3.729104197,8.59971429,17000.0,13000.0,0.7,31000.0,8.7,183.5486606,32.7,0.0,546.0,67.84449464402827,Poor
21-05-2020,3.843328544,8.828420847,17000.0,13000.0,0.7,31000.0,8.7,200.5049255,32.4,0.0,546.0,67.84449464402827,Poor
22-05-2020,3.558183464,8.257884278,17000.0,12956.91469,0.627994912,31000.0,8.64921608,157.523831,33.7,0.0,546.0,67.84449464402827,Poor
23-05-2020,3.743772272,8.628311292,17000.0,13000.0,0.7,31000.0,8.7,185.1209367,34.1,0.0,546.0,67.84449464402827,Poor
24-05-2020,3.757731956,8.654976082,17000.0,13000.0,0.7,31000.0,8.7,186.9418621,35.8,0.0,546.0,67.84449464402827,Poor
25-05-2020,3.816416538,8.770587067,17000.0,13000.0,0.7,31000.0,8.7,195.4397916,37.4,0.2,546.0,67.84449464402827,Poor
26-05-2020,3.621083616,8.377659961,17000.0,13000.0,0.678008337,31000.0,8.683017195,165.803455,37.3,0.3,546.0,67.84449464402827,Poor
27-05-2020,3.619329383,8.371387824,17000.0,13000.0,0.67261734,31000.0,8.682329992,165.172381,35.9,0.3,546.0,67.84449464402827,Poor
28-05-2020,3.810215526,8.749894845,17000.0,13000.0,0.7,31000.0,8.7,193.4059317,31.4,0.0,546.0,67.84449464402827,Poor
29-05-2020,3.794414159,8.714526224,17000.0,13000.0,0.7,31000.0,8.7,190.6050426,32.3,1.0,546.0,67.84449464402827,Poor
30-05-2020,3.796505314,8.714443135,17000.0,13000.0,0.7,31000.0,8.7,190.4568459,31.9,10.9,546.0,67.84449464402827,Poor
31-05-2020,3.812885203,8.742439272,17000.0,13000.0,0.7,31000.0,8.7,192.4209105,30.6,4.1,546.0,67.84449464402827,Poor
01-06-2020,3.71706427,8.54553693,17000.0,13000.0,0.7,31000.0,8.554528804,177.523949,31.9,1.332752119,446.1819011,67.8081257382132,Poor
02-06-2020,3.815158455,8.735969552,17000.0,13000.0,0.7,31000.0,8.602325603,191.6835076,31.1,0.2,455.8555252,67.8116503407418,Poor
03-06-2020,3.828144626,8.755692573,17000.0,13000.0,0.7,31000.0,8.607435125,193.0462807,32.0,6.1,456.985711,67.81206212599285,Poor
04-06-2020,3.734342432,8.561347151,17000.0,13000.0,0.7,31000.0,8.559017605,178.3603894,28.1,50.0,447.4044735,67.80857118468992,Poor
05-06-2020,3.999329067,9.084089666,17000.0,13000.0,0.7,31000.0,8.68986209,212.0,25.6,40.87054565,473.6695917,67.81814092825911,Poor
06-06-2020,3.86714073,8.811994661,17000.0,13000.0,0.7,31000.0,8.621987167,196.9585184,28.8,0.5,460.1847545,67.81322770330831,Poor
07-06-2020,3.707662615,8.484834808,17000.0,13000.0,0.7,31000.0,8.540335961,172.3311393,31.2,0.0,443.9385602,67.80730837287764,Poor
08-06-2020,3.899511471,8.85984604,17000.0,13000.0,0.7,31000.0,8.634217413,200.3731792,31.3,9.4,462.7927723,67.81417793933542,Poor
09-06-2020,3.743476615,8.538609563,17000.0,13000.0,0.7,31000.0,8.554026787,176.2032534,33.3,66.0,446.8264202,67.8083605699191,Poor
10-06-2020,3.92676534,8.895542679,17000.0,13000.0,0.7,31000.0,8.643368373,202.9026825,34.6,53.1,464.7603409,67.8148948265321,Poor
11-06-2020,3.971049853,8.973992661,17000.0,13000.0,0.7,31000.0,8.663078959,208.7225328,35.0,6.1,468.7618722,67.81635279173649,Poor
12-06-2020,3.780274684,8.581851565,17000.0,13000.0,0.7,31000.0,8.565131527,179.2547275,34.1,1.0,449.2255934,67.8092347130365,Poor
13-06-2020,3.965850234,8.941943335,17000.0,13000.0,0.7,31000.0,8.655232039,206.2110793,33.1,3.0,467.2926807,67.8158174891423,Poor
14-06-2020,3.91797538,8.834668999,17000.0,13000.0,0.7,31000.0,8.628480728,198.1216802,31.4,2.007350979,461.9831671,67.81388295820884,Poor
15-06-2020,3.966100801,8.918933331,17000.0,13000.0,0.7,31000.0,8.649603769,204.4044014,30.1,0.8,466.2422751,67.81543477195218,Poor
16-06-2020,4.080782279,9.135851448,17000.0,13000.0,0.7,31000.0,8.7,212.0,29.2,1.023062726,477.125747,67.81940018472636,Poor
17-06-2020,3.873780928,8.708949265,17000.0,13000.0,0.7,31000.0,8.597190655,188.6015915,29.6,1.6,455.8098675,67.81163370527581,Poor
18-06-2020,3.830169307,8.60837572,17000.0,13000.0,0.7,31000.0,8.572073189,181.0416903,28.7,1.0,450.8020747,67.80980910686438,Poor
19-06-2020,3.823818947,8.581877836,17000.0,13000.0,0.7,31000.0,8.565464273,179.0442158,28.2,0.0,449.4897137,67.809330945748,Poor
20-06-2020,3.838418972,8.596837943,17000.0,13000.0,0.7,31000.0,8.569209486,180.1628457,27.6,0.0,450.2418972,67.8096050051738,Poor
21-06-2020,3.919519439,8.74436038,17000.0,13000.0,0.7,31000.0,8.606084909,191.2304066,28.8,0.0,457.6138409,67.81229098626393,Poor
22-06-2020,3.968572274,8.827353348,17000.0,13000.0,0.7,31000.0,8.626817596,197.4650124,28.8,0.1,461.7509561,67.8137983517088,Poor
23-06-2020,3.96934934,8.813365048,17000.0,13000.0,0.7,31000.0,8.623294601,196.4327752,30.5,4.8,461.0306566,67.81353590927638,Poor
24-06-2020,4.031615344,8.921929502,17000.0,13000.0,0.7,31000.0,8.650399436,204.5987417,31.1,0.5,466.4296497,67.81550304222837,Poor
