Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Temperature,Turbidity,Nitrate,pH,Rainfall,Total Coliform,WQI,Quality
25-02-2020,3.62888616,294.0130279,9.625651394,8555.035429,1797.827911,23.92381484,8.400616314,0.427565139,8.018252338,0.0,4078.880642,64.57199922116156,Poor
26-02-2020,3.449044797,286.7914574,9.264572869,7662.807612,1922.715335,22.49345873,8.532283316,0.391457287,7.999849462,0.0,3631.039423,64.45041302105953,Poor
27-02-2020,3.499362474,288.7773361,9.363866803,7921.10309,2032.573488,22.90404865,8.348150349,0.40138668,8.004478804,0.0,3662.037213,64.48099868075494,Poor
28-02-2020,3.560836771,291.2105751,9.485528755,8234.907785,2090.670266,23.40356288,8.77708748,0.413552876,8.010240241,0.0,4136.259827,64.51906399358741,Poor
29-02-2020,3.622801974,293.6645536,9.608227679,8550.891217,1869.638623,23.90667341,8.916736104,0.425822768,8.016067317,0.0,3407.560302,64.5575629775802,Poor
01-03-2020,3.474978119,287.7280802,9.311404009,7817.651738,2113.431637,22.73113832,8.905533127,0.396140401,8.000932143,0.0,4346.720365,64.45756620019917,Poor
02-03-2020,3.50208947,288.7901325,9.364506625,7958.808932,1931.051341,22.95474966,8.809337776,0.401450662,8.003307252,0.0,3991.282662,64.47325833865287,Poor
03-03-2020,3.407894104,285.0010402,9.175052009,7493.151516,2020.269048,22.20757003,8.518374661,0.382505201,7.993568551,0.0,5007.667143,64.40891558871967,Poor
04-03-2020,3.396892211,284.5408172,9.152040858,7443.178871,2129.897941,22.12559907,8.478554533,0.380204086,7.992166152,0.0,4723.336512,64.39965006057956,Poor
05-03-2020,3.595864363,292.4806923,9.549034616,8442.792363,2019.54918,23.72307956,8.21142786,0.419903462,8.011778203,0.0,3972.962368,64.52922517467026,Poor
06-03-2020,3.64844889,294.5662045,9.653310223,8710.182231,1928.75393,24.14911646,8.947252478,0.430331022,8.016768622,0.0,3992.145562,64.56219643867959,Poor
07-03-2020,3.503951709,288.7695956,9.363479779,7991.876743,1992.018941,22.99815551,8.62864787,0.401347978,8.002068079,1.4,4319.585807,64.46507123048896,Poor
08-03-2020,3.60994907,292.9939206,9.574696029,8525.755898,1994.322133,23.85080522,8.431595431,0.422469603,8.012434274,1.4,4528.94387,64.53355977866842,Poor
09-03-2020,3.544318126,290.3542703,9.442713513,8201.204321,1936.190948,23.33008144,8.791094263,0.409271351,8.005654991,0.6,3523.881014,64.4887696458986,Poor
10-03-2020,3.442317404,286.2609899,9.238049497,7694.513571,1956.777511,22.51805109,8.326788907,0.38880495,7.995256147,0.6,3476.892446,64.42006538861764,Poor
11-03-2020,3.541760301,290.2266194,9.436330971,8194.749653,2326.755359,23.31722018,8.598889219,0.408633097,8.005019141,0.0,3823.928446,64.48456864028759,Poor
12-03-2020,3.658332621,294.8785945,9.668929723,8780.340693,2117.845094,24.25307407,8.479627185,0.431892972,8.016512607,0.0,4183.313082,64.56050496985596,Poor
13-03-2020,3.49997177,288.5344146,9.351720728,7990.972916,1945.346904,22.98911104,8.638842848,0.400172073,8.000530333,0.0,4155.726529,64.4549114764993,Poor
14-03-2020,3.659161626,294.8934376,9.669671882,8789.064979,2142.762456,24.26520123,8.495714231,0.431967188,8.016320752,0.0,4325.9888,64.55923740056839,Poor
15-03-2020,3.239983365,278.1189134,8.830945668,6695.022137,1935.683446,20.91399329,8.215932783,0.348094567,7.974292018,0.0,3643.761758,64.28155721285432,Poor
16-03-2020,3.58352669,291.854432,9.517721599,8414.29235,2236.295477,23.6642042,8.519291647,0.41677216,8.008553135,0.0,3307.662665,64.50791743107678,Poor
17-03-2020,3.509537842,288.8898451,9.369492253,8045.606373,2074.969858,23.07380333,8.712376377,0.401949225,8.001078755,0.0,4258.966388,64.45853485292331,Poor
18-03-2020,3.470547379,287.3263763,9.291318814,7851.616609,1979.099713,22.76303469,8.495557074,0.394131881,7.997121955,0.0,3752.381331,64.43239261968958,Poor
19-03-2020,3.509357565,288.8761175,9.368805875,8046.334108,2089.770245,23.07431606,8.655590173,0.401880587,8.00096298,0.0,3394.79393,64.4577699375744,Poor
20-03-2020,3.301276445,280.5513912,8.952569558,7006.298884,1685.86644,21.41011155,8.29099828,0.360256956,7.980132645,0.0,4043.58163,64.32014572712478,Poor
21-03-2020,3.478036515,287.6214977,9.306074883,7890.173316,1774.651136,22.82428101,8.494759417,0.395607488,7.997804207,0.0,4237.959652,64.43690019927615,Poor
22-03-2020,3.535803856,289.9330802,9.421654012,8178.787784,1761.330748,23.28615305,8.375387282,0.407165401,8.003594276,0.0,3963.556484,64.47515468124074,Poor
23-03-2020,3.6480894,294.426576,9.646328798,8739.697011,2028.963613,24.18381521,8.650333654,0.42963288,8.014853939,0.0,3863.207976,64.54954629473633,Poor
24-03-2020,3.44879881,286.4582107,9.247910535,7742.42947,2347.285289,22.58851298,8.508254036,0.389791054,7.994973756,0.0,3953.364764,64.41819965585756,Poor
25-03-2020,3.42022065,285.3195261,9.190976306,7598.428225,2447.597543,22.35855517,8.641358519,0.384097631,7.992182567,0.0,3890.831441,64.39975851305594,Poor
26-03-2020,3.451456697,286.5745919,9.253729595,7753.202482,2129.650722,22.60675637,8.72264334,0.39037296,7.99539053,0.0,3598.646619,64.4209532454031,Poor
27-03-2020,3.593853049,292.2772503,9.538862517,8463.483152,2103.059942,23.74388588,8.645551331,0.418886252,8.00973223,0.0,3789.932367,64.51570760912335,Poor
28-03-2020,3.535986227,289.9705603,9.423528013,8172.153345,1643.677348,23.27855647,8.564345925,0.407352801,8.00406529,0.0,4162.217314,64.47826662974568,Poor
29-03-2020,3.451050982,286.5823093,9.254115464,7745.187403,1896.498993,22.59632685,8.312941929,0.390411546,7.995709148,0.0,4104.054191,64.42305832679929,Poor
30-03-2020,3.556386966,290.8060809,9.465304044,8269.284274,1848.768528,23.43591506,8.515255975,0.411530404,8.00639773,0.0,4059.90586,64.49367685782991,Poor
31-03-2020,3.515918228,289.1988339,9.384941693,8064.064958,1883.593572,23.10871441,8.412789649,0.403494169,8.002523394,4.1,3713.100093,64.46807945706722,Poor
01-04-2020,3.604341911,292.7484506,9.562422528,8503.016025,1975.718001,23.81230305,8.454554121,0.421242253,8.011555803,4.1,3959.569199,64.52775579722606,Poor
02-04-2020,3.438655354,286.1348208,9.23174104,7671.125112,1916.657714,22.48266084,8.452782743,0.388174104,7.995194635,0.0,3363.49423,64.41965898418712,Poor
03-04-2020,3.477593603,287.7073423,9.310367116,7862.068472,1617.08981,22.78966937,8.336389316,0.396036712,7.999313333,0.0,4072.967658,64.44687086341665,Poor
04-04-2020,3.472763616,287.530289,9.301514448,7833.882002,2164.55009,22.74618563,8.14595238,0.395151445,7.999072526,0.0,4451.109371,64.44527987252545,Poor
05-04-2020,3.36735253,283.3311415,9.091557073,7302.502588,1802.581426,21.89770817,8.409196468,0.374155707,7.988790857,0.0,3583.455407,64.37734978027156,Poor
06-04-2020,3.545160114,290.4618854,9.448094272,8186.930355,2067.284481,23.31463665,8.587263661,0.409809427,8.006848224,0.0,3853.37436,64.49665323248075,Poor
07-04-2020,3.543611597,290.4195246,9.445976228,8174.292809,2436.699121,23.29637456,8.285071058,0.409597623,8.00698707,0.0,4131.555914,64.49757057591877,Poor
08-04-2020,3.520088739,289.4993235,9.399966175,8051.500212,1840.594824,23.10197773,8.564315802,0.404996618,8.004945483,0.0,4412.560403,64.48408198829216,Poor
09-04-2020,3.498302732,288.6497237,9.357486186,7937.110046,1521.144302,22.92113752,8.948058201,0.400748619,8.00309449,0.0,3906.335325,64.47185263863587,Poor
10-04-2020,3.382520503,284.0413959,9.127069794,7352.458571,1972.871127,21.98799129,8.779791239,0.377706979,7.991860687,0.0,3837.432858,64.39763187990964,Poor
11-04-2020,3.484400576,288.1406741,9.332033707,7855.84011,2253.273313,22.79580928,8.911411766,0.398203371,8.002409824,0.0,3458.945136,64.46732910996138,Poor
12-04-2020,3.494711875,288.5783083,9.353915413,7901.101058,2427.898649,22.87074502,8.668798471,0.400391541,8.003818686,0.0,4085.375176,64.47663733858,Poor
13-04-2020,3.451383758,286.8714652,9.268573258,7677.890078,1793.604437,22.51623561,8.832287855,0.391857326,7.999880099,0.0,4671.894346,64.45061543705215,Poor
14-04-2020,3.518220234,289.5722974,9.403614869,8005.229156,2142.275851,23.04271545,8.462547069,0.405361487,8.006974344,0.0,4147.611547,64.49748649634434,Poor
15-04-2020,3.577599561,291.9759272,9.523796359,8295.011616,1953.431002,23.50921306,8.487364681,0.417379636,8.013339127,0.0,4063.055947,64.5395380636887,Poor
16-04-2020,3.728766242,298.0521262,9.827606311,9043.462081,2028.994894,24.70968698,8.077633372,0.447760631,8.028898772,0.0,4171.901541,64.64233928402439,Poor
17-04-2020,3.560665243,291.3586843,9.492934216,8195.30756,2582.877996,23.35569956,8.872252412,0.414293422,8.012547643,0.0,4077.686389,64.53430879778473,Poor
18-04-2020,3.572128035,291.8488514,9.517442568,8244.707685,1757.372179,23.43790529,8.952980409,0.416744257,8.014168753,0.0,3843.045056,64.5450193304671,Poor
19-04-2020,3.542198726,290.6843822,9.459219112,8086.885337,2112.80208,23.18865986,8.54449992,0.410921911,8.01166637,0.0,4340.065196,64.52848630377225,Poor
20-04-2020,3.361140337,283.475788,9.098789402,7173.158038,2159.810457,21.73007032,8.614889215,0.37487894,7.994066652,0.0,4167.136191,64.41220649867618,Poor
21-04-2020,3.553843029,291.2186653,9.485933267,8127.979104,2287.775286,23.26126098,8.525772629,0.413593327,8.013858465,0.0,4111.211007,64.54296928465594,Poor
22-04-2020,3.566096184,291.744579,9.51222895,8180.298013,2094.688085,23.34854998,8.764259346,0.416222895,8.015620593,0.0,3820.027373,64.55461151099128,Poor
23-04-2020,3.810076849,301.5406003,10.00203002,9391.002651,2141.300905,25.28935688,8.924213502,0.465203002,8.040570581,0.0,4510.588575,64.7200152307926,Poor
24-04-2020,3.548295653,291.1071436,9.480357181,8072.648891,2006.084973,23.18376998,8.362482322,0.413035718,8.014959328,0.0,4326.032854,64.55024259068716,Poor
25-04-2020,3.601564113,293.2766583,9.588832915,8329.297118,2143.087112,23.59828477,8.805042015,0.423883292,8.020867818,0.0,3968.016334,64.58927946989239,Poor
26-04-2020,3.571913199,292.1303717,9.531518587,8171.105056,2025.592015,23.34915247,8.680241822,0.418151859,8.018498976,0.0,4441.893162,64.57362873696228,Poor
27-04-2020,3.462587761,287.7980661,9.314903304,7614.299893,2223.633834,22.46233539,8.770977518,0.39649033,8.008177111,0.0,3999.707932,64.50543307323471,Poor
28-04-2020,3.697904019,297.2523781,9.787618906,8780.465751,2030.605104,24.33236694,8.853116729,0.443761891,8.032333662,0.0,3922.18971,64.66503330331074,Poor
29-04-2020,3.663074963,295.9018151,9.720090755,8595.670665,2185.272153,24.04095472,8.736989698,0.437009076,8.029489745,0.0,3936.867176,64.64624379120211,Poor
30-04-2020,3.671337264,296.2758313,9.738791563,8626.101147,2109.440024,24.0939959,8.767514096,0.438879156,8.030968837,0.0,3641.618314,64.65601602331851,Poor
01-05-2020,3.505738931,289.696334,9.409816701,7787.000464,2346.057146,22.75587842,8.759342706,0.40598167,8.015075545,0.0,4322.733358,64.55101042629163,Poor
02-05-2020,3.741490596,299.1717355,9.883586774,8954.425068,2116.235211,24.62829127,9.010348131,0.453358677,8.039330734,0.0,3640.427471,64.71126234904904,Poor
03-05-2020,3.465648085,288.1842553,9.334212764,7563.657446,1777.684995,22.4076851,8.914480713,0.398421276,8.012439787,0.0,3829.904083,64.53359620257962,Poor
04-05-2020,3.669228094,296.3745476,9.74372738,8569.784509,2390.562281,24.0221976,8.88956166,0.439372738,8.033504167,0.0,3584.590569,64.67276672797493,Poor
05-05-2020,3.834382914,303.0286901,10.0764345,9383.571191,1963.025229,25.32905126,8.606238878,0.47264345,8.050738894,0.0,4190.436625,64.78773857804416,Poor
06-05-2020,3.521163037,290.5486882,9.452434408,7805.27351,2019.517569,22.80865429,8.799961143,0.410243441,8.020148804,0.0,4180.310117,64.58452900697127,Poor
07-05-2020,3.56854912,292.4937537,9.549687687,8029.798368,2037.341358,23.17285628,9.070917873,0.419968769,8.025631746,0.0,4136.701561,64.62075432757656,Poor
08-05-2020,3.640187689,295.4097331,9.695486654,8375.382064,2437.665809,23.73083385,8.914484791,0.434548665,8.033552152,0.0,3931.393977,64.67308376069373,Poor
09-05-2020,3.584998587,293.253405,9.587670251,8086.627555,1742.047848,23.27395024,9.054863021,0.423767025,8.028801782,0.0,3902.10391,64.64169847953558,Poor
10-05-2020,3.485481832,289.3247551,9.391237753,7576.038723,2803.234926,22.46221013,9.292515409,0.404123775,8.01963041,0.0,4402.838788,64.58110402292986,Poor
11-05-2020,3.652683377,296.0656059,9.728280294,8398.849187,2393.495211,23.78398578,9.163430838,0.437828029,8.0371424,0.0,4108.260195,64.69680421676505,Poor
12-05-2020,3.544950929,291.8098502,9.515492509,7846.801395,2233.624409,22.90606353,8.991073232,0.416549251,8.027172288,0.0,4378.372435,64.63093255449488,Poor
13-05-2020,3.703968495,298.2248323,9.836241616,8628.319345,2184.782765,24.1619202,8.887206078,0.448624162,8.043888237,0.0,4028.067742,64.74137337472371,Poor
14-05-2020,3.570166902,292.9277693,9.571388466,7945.561196,2259.747471,23.07500724,8.495881722,0.422138847,8.031333089,1.0,4358.273808,64.6584226045811,Poor
15-05-2020,3.822673331,303.0837322,10.07918661,9194.166929,2313.824349,25.07834698,8.990322674,0.472918661,8.057419317,1.0,4705.383206,64.83189560608712,Poor
16-05-2020,3.594993968,294.0329517,9.626647585,8041.671598,2345.692239,23.23999385,8.976420305,0.427664759,8.035497291,0.0,4500.823423,64.68593512477835,Poor
17-05-2020,3.646819723,296.1630477,9.733152384,8286.533929,2334.903237,23.63748016,9.137529097,0.438315238,8.041535854,0.0,4211.94937,64.72583138497413,Poor
18-05-2020,3.766149653,300.9939654,9.974698272,8868.753437,2248.91355,24.57480343,9.04671249,0.462469827,8.054334655,0.0,4423.655812,64.81075410238286,Poor
19-05-2020,3.567547325,293.1082306,9.580411529,7861.152234,2198.824512,22.96847733,9.031653479,0.423041153,8.035349796,0.0,4285.238742,64.68496063815007,Poor
20-05-2020,3.719277616,299.2364209,9.886821043,8605.059023,2215.409871,24.16462606,8.758281534,0.453682104,8.051407505,0.0,4370.860848,64.7910525239865,Poor
21-05-2020,3.833204055,303.85306,10.117653,9159.795827,2214.130569,25.0581631,8.944786996,0.4767653,8.063693873,0.0,4281.985022,64.8736313574777,Poor
22-05-2020,3.54775814,292.4953903,9.549769513,7717.524543,2487.387099,22.75654573,9.246912908,0.419976951,8.036051784,0.0,4341.649058,64.68959861177099,Poor
23-05-2020,3.733043277,299.96753,9.923376501,8628.766658,2386.936209,24.22060655,9.513743688,0.45733765,8.055491311,0.0,4465.965303,64.81803387480872,Poor
24-05-2020,3.746696543,300.5749443,9.953747217,8681.712055,1687.807602,24.31144755,9.170208246,0.460374722,8.057775894,0.0,4115.820384,64.83333739786005,Poor
25-05-2020,3.80507205,302.9717796,10.07358898,8958.135843,2414.792359,24.75990711,9.274592724,0.472358898,8.064540669,0.0,4120.654657,64.87890496883577,Poor
26-05-2020,3.609427488,295.2083251,9.685416255,7964.331042,2330.350438,23.17605223,9.419003628,0.433541626,8.045911133,0.0,4020.542032,64.75473847254001,Poor
27-05-2020,3.607359143,295.1884138,9.684420688,7938.283704,2295.514254,23.14065873,9.085961226,0.433442069,8.046646635,0.0,3968.802677,64.75959787024216,Poor
28-05-2020,3.797928794,302.8744981,10.06872491,8875.307377,2229.464606,24.64622644,9.341283551,0.471872491,8.066653075,0.0,4095.567638,64.8928260067405,Poor
29-05-2020,3.78180865,302.2934478,10.03967239,8778.767794,2539.960273,24.49813865,9.1397463,0.468967239,8.065997392,0.0,4520.545345,64.88828225949136,Poor
30-05-2020,3.783578836,302.428449,10.04642245,8771.570303,2512.667231,24.49304204,9.480869735,0.469642245,8.067137316,0.0,4216.906654,64.89586282608273,Poor
31-05-2020,3.799635661,303.1353348,10.08176674,8835.701205,2176.663017,24.60211277,9.358376985,0.473176674,8.069712192,0.0,4650.942165,64.91313236284584,Poor
01-06-2020,3.703489663,299.3545079,9.892725394,8338.717978,2420.775627,23.8134409,9.408103286,0.454272539,8.061072787,0.0,4519.461878,64.85491020097646,Poor
02-06-2020,3.80125688,303.3305903,10.09152951,8811.205624,2153.208041,24.57596051,9.21232875,0.474152951,8.071830415,0.0,3930.757817,64.92719841955112,Poor
03-06-2020,3.813914274,303.9026412,10.12013206,8858.053804,2079.835151,24.65749311,9.530803431,0.477013206,8.074082481,0.0,4730.130851,64.94228605139789,Poor
04-06-2020,3.719781595,300.2034312,9.935171559,8370.866133,2238.677476,23.88460255,9.826994887,0.458517156,8.06566067,0.0,4789.270976,64.88529606519468,Poor
05-06-2020,3.984436133,310.8560321,10.46780161,9677.53396,2544.802047,25.98191302,9.229226042,0.511780161,8.093122416,0.0,4260.326226,65.07061472548519,Poor
06-06-2020,3.851914186,305.6218764,10.20609382,8998.243694,2571.288626,24.9017208,9.383707241,0.485609382,8.080871053,0.0,4697.052888,64.98776396225314,Poor
07-06-2020,3.692101045,299.2963558,9.889817788,8182.426738,2491.656328,23.60311418,9.518919604,0.453981779,8.065894814,0.0,4326.609394,64.8867689136972,Poor
08-06-2020,3.883613561,307.0241244,10.27620622,9123.172304,2542.466907,25.11503389,9.650900618,0.492620622,8.086055086,0.0,4625.472738,65.0225253287182,Poor
09-06-2020,3.727241149,300.8367391,9.966836956,8324.432455,2509.122303,23.84380124,9.402807356,0.461683696,8.071430512,0.1,4229.480446,64.92364765601545,Poor
10-06-2020,3.910191203,308.2224755,10.33612378,9222.249158,2286.057109,25.28708139,8.969277512,0.498612378,8.090741532,0.1,4083.598206,65.05392489097379,Poor
11-06-2020,3.95413603,310.0482059,10.4274103,9424.988969,2509.230099,25.61825882,9.828951873,0.50774103,8.096155074,0.0,4519.423228,65.09035690000971,Poor
12-06-2020,3.763020259,302.4716953,10.04858476,8452.380069,2591.442519,24.0688966,9.730502759,0.469858476,8.0780653,0.0,4609.922237,64.96807882215988,Poor
13-06-2020,3.948254395,309.9493436,10.42246718,9361.48002,2590.754244,25.53028481,9.251150438,0.507246718,8.097612957,0.0,4540.540058,65.09995298545023,Poor
14-06-2020,3.900037414,308.0890898,10.32945449,9103.288766,2686.231826,25.12402135,9.49960912,0.497945449,8.09381764,0.0,4317.464559,65.07419986948918,Poor
