Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Temperature ,Turbidity,Total Coliform,WQI,Quality
08-02-2020,0.998169596,185.9065947,9.420915443,1.998169596,1.994001998,0.100354489,7.353150143,0.0,15.98169596,3.353001482,1.983972534,19.48144677951917,Excellent
09-02-2020,1.027548363,197.4304013,9.523905335,2.027548363,2.030893783,0.112328145,7.433971222,0.0,16.27548363,3.883592781,2.043291158,23.881916735952416,Excellent
10-02-2020,1.037280927,202.0825443,9.568056993,2.037280927,2.04322442,0.095690161,7.465687135,0.1,16.37280927,3.894177996,2.063306057,24.168614090629774,Excellent
11-02-2020,1.02486238,198.9859368,9.545851262,2.02486238,2.027862723,0.104106327,7.442033423,0.1,16.2486238,3.442569323,2.039007253,20.72142511909416,Excellent
12-02-2020,1.018068748,197.8618175,9.540611762,2.018068748,2.019528678,0.106182736,7.432447962,0.7,16.18068748,3.570699995,2.025946639,21.591775781849513,Excellent
13-02-2020,1.013329931,197.4602802,9.541623707,2.013329931,2.013759614,0.109681286,7.42800331,0.7,16.13329931,3.423999107,2.01698386,20.49338748365882,Excellent
14-02-2020,0.988775755,190.126391,9.483272058,1.988775755,1.983217765,0.110224176,7.374021835,0.0,15.88775755,3.594612255,1.968378413,21.379956516079755,Excellent
15-02-2020,1.002967696,196.3562935,9.54123671,2.002967696,2.001104933,0.09237488,7.416905036,0.0,16.02967696,3.568627494,1.997253102,21.473956495987878,Excellent
16-02-2020,1.007194677,199.1007363,9.56937987,2.007194677,2.006532228,0.088300083,7.434873026,0.0,16.07194677,3.778987997,2.006185627,23.12558221314612,Excellent
17-02-2020,1.036617539,210.6656393,9.673179482,2.036617539,2.043450659,0.117702664,7.515825716,0.0,16.36617539,3.878124956,2.06549753,24.382898241622947,Excellent
18-02-2020,1.021440149,206.6219802,9.643242543,2.021440149,2.024615019,0.107308704,7.48527058,0.0,16.21440149,3.888395135,2.035596406,24.255835048828605,Excellent
19-02-2020,0.978424984,192.8362504,9.529851863,1.978424984,1.970978362,0.094173541,7.385111623,0.0,15.78424984,3.490209799,1.950007075,20.692424552972202,Excellent
20-02-2020,1.019311048,208.4167245,9.668219812,2.019311048,2.022214404,0.119042946,7.494694165,0.0,16.19311048,3.554375886,2.032207411,21.884082354633644,Excellent
21-02-2020,1.004297134,204.4326044,9.63893812,2.004297134,2.003571601,0.103771359,7.464513011,0.0,16.04297134,3.253303209,2.002594878,19.490723578418834,Excellent
22-02-2020,0.997655828,203.3789179,9.634819869,1.997655828,1.995390645,0.113914617,7.455247441,0.0,15.97655828,3.422782995,1.989714522,20.66450039463128,Excellent
23-02-2020,1.022649597,213.3971524,9.725647781,2.022649597,2.026749585,0.103890879,7.525051452,0.0,16.22649597,3.771090859,2.040091158,23.663867377454515,Excellent
24-02-2020,1.03028441,217.3390207,9.764435066,2.03028441,2.03640585,0.124054584,7.551437798,0.0,16.3028441,3.895599713,2.055736611,24.74551446668398,Excellent
25-02-2020,1.027565139,217.6558513,9.772191632,2.027565139,2.033115494,0.120719573,7.551916493,0.0,16.27565139,3.320176753,2.05066051,20.55554450594197,Excellent
26-02-2020,0.991457287,206.2851944,9.679809272,1.991457287,1.988085363,0.09873155,7.468899139,0.0,15.91457287,3.443319429,1.978793755,20.9043357689964,Excellent
27-02-2020,1.00138668,211.0257141,9.725560744,2.00138668,2.000597711,0.111299229,7.500948154,0.0,16.0138668,3.551500807,1.998987897,21.904420851469244,Excellent
28-02-2020,1.013552876,216.54688,9.778039985,2.013552876,2.015901953,0.108516925,7.538560288,0.0,16.13552876,3.607989283,2.023641948,22.56457698290097,Excellent
29-02-2020,1.025822768,222.1017313,9.830842947,2.025822768,2.03133168,0.116239827,7.576400647,0.0,16.25822768,3.385418286,2.048489603,21.192724626396377,Excellent
01-03-2020,0.996140401,212.9703097,9.704474523,1.996140401,1.994316918,0.091302563,7.509327215,0.0,15.96140401,3.627741351,1.989418859,22.515339478423385,Excellent
02-03-2020,1.001450662,216.0829534,9.735107431,2.001450662,2.001038752,0.107965816,7.5297001,0.0,16.01450662,3.443960946,2.000319404,21.310736791703707,Excellent
03-03-2020,0.982505201,210.7023677,9.692964055,1.982505201,1.977436716,0.110635885,7.489396319,1.0,15.82505201,3.531848798,1.962694452,21.684860919865674,Excellent
04-03-2020,0.980204086,211.1432065,9.700740253,1.980204086,1.974635875,0.082248453,7.490663953,1.0,15.80204086,3.640218487,1.958344062,22.482925969013696,Excellent
05-03-2020,1.019903462,226.2797509,9.834500105,2.019903462,2.024331385,0.089893177,7.596891284,9.4,16.19903462,3.528681543,2.037980451,22.37205947229499,Excellent
06-03-2020,1.030331022,231.166326,9.880422351,2.030331022,2.037432845,0.081765474,7.629895479,9.4,16.30331022,3.436769485,2.059058934,21.92036800743338,Excellent
07-03-2020,1.001347978,222.2539888,9.808086281,2.001347978,2.001266745,0.097930967,7.564327508,1.6,16.01347978,3.498989392,2.001301866,21.94051224455233,Excellent
08-03-2020,1.022469603,230.8727203,9.88603339,2.022469603,2.027727162,0.108778692,7.623973514,1.6,16.22469603,3.500319495,2.043739733,22.344319379824324,Excellent
09-03-2020,1.009271351,227.4735661,9.860985717,2.009271351,2.011283395,0.115894864,7.597770107,0.0,16.09271351,3.441287525,2.017523387,21.741003758435042,Excellent
10-03-2020,0.98880495,221.5242689,9.814094133,1.98880495,1.985750085,0.100522664,7.553344589,0.0,15.8880495,3.461045873,1.976756227,21.59143089379175,Excellent
11-03-2020,1.008633097,229.6714136,9.888042436,2.008633097,2.010580594,0.116998847,7.609601711,0.0,16.08633097,3.830268322,2.016563602,24.653690474072118,Excellent
12-03-2020,1.031892972,239.0126551,9.972237875,2.031892972,2.039696379,0.088020082,7.674382439,0.0,16.31892972,3.620675697,2.063219824,23.554424524554882,Excellent
13-03-2020,1.000172073,229.1032618,9.891438672,2.000172073,2.000081802,0.083152498,7.601653551,0.0,16.00172073,3.447568388,1.999899849,21.812414159108492,Excellent
14-03-2020,1.031967188,241.4167566,10.00113094,2.031967188,2.039857838,0.101177745,7.687655073,0.0,16.31967188,3.644448244,2.063597219,23.815347420430722,Excellent
15-03-2020,0.948094567,213.2384753,9.763759183,1.948094567,1.935044788,0.101343277,7.484425696,0.0,15.48094567,3.436907119,1.895944399,20.960116177875637,Excellent
16-03-2020,1.01677216,238.4443518,9.983973034,2.01677216,2.020915083,0.100578482,7.662508387,0.0,16.1677216,3.737130751,2.033377265,24.324558726503863,Excellent
17-03-2020,1.001949225,234.4162803,9.953616065,2.001949225,2.002405289,0.079464697,7.631774396,0.0,16.01949225,3.575490568,2.003794309,22.943597085151143,Excellent
18-03-2020,0.994131881,232.8310583,9.944202448,1.994131881,1.992648048,0.098837799,7.618487147,0.0,15.94131881,3.479379785,1.988207749,22.1554324194075,Excellent
19-03-2020,1.001880587,236.6845056,9.981409403,2.001880587,2.002343929,0.087058409,7.644045932,0.0,16.01880587,3.589883675,2.003738489,23.12955709872325,Excellent
20-03-2020,0.960256956,223.2478484,9.870417628,1.960256956,1.950319945,0.10471124,7.546102951,0.0,15.60256956,3.185887276,1.920509745,19.538444086264846,Excellent
21-03-2020,0.995607488,236.7420268,9.990262517,1.995607488,1.994509221,0.103446542,7.640522644,0.0,15.95607488,3.274653451,1.991214514,20.809173528924063,Excellent
22-03-2020,1.007165401,241.8983343,10.03863963,2.007165401,2.008953279,0.090964102,7.675386263,0.0,16.07165401,3.261388622,2.014319228,20.942874179772403,Excellent
23-03-2020,1.02963288,250.8622066,10.11965147,2.02963288,2.03702985,0.096357975,7.737447501,0.0,16.2963288,3.529151111,2.05922826,23.30414327848017,Excellent
24-03-2020,0.989791054,238.0067128,10.01363738,1.989791054,1.987215348,0.088928709,7.643657436,0.0,15.89791054,3.847676434,1.979503878,25.005513473424784,Good
25-03-2020,0.984097631,237.0917282,10.00996649,1.984097631,1.980081913,0.098631591,7.635158615,0.3,15.84097631,3.948266299,1.96806151,25.682354084059,Good
26-03-2020,0.99037296,240.3540553,10.04209587,1.99037296,1.987904984,0.109151691,7.656500211,0.3,15.9037296,3.630670973,1.980541869,23.50903883048137,Excellent
27-03-2020,1.018886252,251.3876024,10.1408292,2.018886252,2.023521083,0.091202694,7.733353577,0.0,16.18886252,3.604505465,2.037483399,23.826185189619913,Excellent
28-03-2020,1.007352801,248.3924099,10.11930848,2.007352801,2.009074335,0.105563661,7.710005298,0.0,16.07352801,3.145621796,2.014316713,20.328002058168458,Excellent
29-03-2020,0.990411546,243.4917978,10.08144662,1.990411546,1.98786342,0.094419351,7.673051093,0.0,15.90411546,3.399015869,1.980319718,21.930309698691367,Excellent
30-03-2020,1.011530404,251.8992321,10.15764355,2.011530404,2.014223247,0.092900803,7.731159156,0.0,16.11530404,3.351931168,2.022428281,21.971155041233395,Excellent
31-03-2020,1.003494169,250.0890897,10.14624985,2.003494169,2.004134819,0.099414929,7.716289899,0.0,16.03494169,3.387475118,2.006212029,22.13191043938613,Excellent
01-04-2020,1.021242253,257.2898678,10.11668384,2.021242253,2.026272413,0.09108356,7.765790303,0.0,16.21242253,3.480391384,2.041549829,23.136071697990904,Excellent
02-04-2020,0.988174104,246.6910803,10.02858336,1.988174104,1.984885355,0.094315245,7.688157471,0.0,15.88174104,3.422195628,1.975240625,22.199023343667264,Excellent
03-04-2020,0.996036712,250.4038845,10.06314356,1.996036712,1.994657396,0.088341048,7.712757383,0.0,15.96036712,3.123564697,1.990778446,20.18543252125932,Excellent
04-04-2020,0.995151445,251.0404749,10.07132531,1.995151445,1.993490265,0.120003545,7.715391995,0.0,15.95151445,3.67203411,1.988806086,24.19955393301331,Excellent
05-04-2020,0.974155707,244.6236622,10.0190376,1.974155707,1.967180733,0.099745622,7.667653382,0.0,15.74155707,3.311146442,1.946598411,21.25430906615202,Excellent
06-04-2020,1.009809427,258.0191452,10.13655704,2.009809427,2.011678731,0.094270621,7.761439954,0.0,16.09809427,3.577002035,2.017675344,23.81131290080886,Excellent
07-04-2020,1.009597623,258.8464087,10.14633556,2.009597623,2.011340551,0.103494984,7.765462881,0.0,16.09597623,3.947640414,2.017006987,26.538746765624925,Good
08-04-2020,1.004996618,258.1218988,10.14279904,2.004996618,2.00551162,0.10010542,7.758411621,0.0,16.04996618,3.352830694,2.007546061,22.157751028426425,Excellent
09-04-2020,1.000748619,257.5051256,10.14017107,2.000748619,2.000119719,0.098915807,7.752140373,0.0,16.00748619,3.034745205,1.998777057,19.798408926513574,Excellent
10-04-2020,0.977706979,250.2945048,10.08100871,1.977706979,1.971231565,0.106229895,7.698781232,0.0,15.77706979,3.487907112,1.952406762,22.748034782423055,Excellent
11-04-2020,0.998203371,258.3058683,10.15230401,1.998203371,1.996761772,0.108808501,7.754162117,0.0,15.98203371,3.769814005,1.993098603,25.168234315179202,Good
12-04-2020,1.000391541,259.8927798,10.16851532,2.000391541,1.999402552,0.096163732,7.763666174,0.0,16.00391541,3.946013228,1.997160167,26.515000637233417,Good
13-04-2020,0.991857326,257.7100383,10.15239729,1.991857326,1.988636227,0.095415258,7.746256794,0.0,15.91857326,3.313361615,1.979763216,21.789807223605134,Excellent
14-04-2020,1.005361487,263.2236724,10.20222938,2.005361487,2.005413779,0.099234998,7.783834719,0.0,16.05361487,3.663743854,2.006429373,24.59135370957486,Excellent
15-04-2020,1.017379636,268.1999126,10.24743568,2.017379636,2.020329752,0.079709494,7.817587848,0.0,16.17379636,3.476677549,2.030109962,23.451220298758166,Excellent
16-04-2020,1.047760631,279.5856314,10.34756004,2.047760631,2.058195252,0.089243504,7.897137226,0.0,16.47760631,3.554087177,2.090502806,24.54093790053742,Excellent
17-04-2020,1.014293422,268.6067379,10.25596666,2.014293422,2.016246497,0.116543787,7.816954162,0.0,16.14293422,4.10988266,2.023185911,28.061215952188842,Good
18-04-2020,1.016744257,270.1812019,10.27195166,2.016744257,2.019191334,0.11960554,7.826453246,0.0,16.16744257,3.286355302,2.027691889,22.122905874756185,Excellent
19-04-2020,1.010921911,268.8418818,10.26293882,2.010921911,2.011790765,0.100537901,7.815155414,0.0,16.10921911,3.643829153,2.015638408,24.65317605354272,Excellent
20-04-2020,0.97487894,256.9069653,10.1630833,1.97487894,1.966610521,0.10716039,7.72819109,0.0,15.7487894,3.692946368,1.943130698,24.436463219441208,Excellent
21-04-2020,1.013593327,271.1185447,10.28731658,2.013593327,2.014873118,0.106616889,7.8280043,0.0,16.13593327,3.823084296,2.020124851,26.044310356868337,Good
22-04-2020,1.016222895,272.6816625,10.30310976,2.016222895,2.018025875,0.134603611,7.837488709,0.0,16.16222895,3.632233812,2.024936645,24.716242987980937,Excellent
23-04-2020,1.065203002,290.4485031,10.45776656,2.065203002,2.079113028,0.117643531,7.962731843,0.0,16.65203002,3.681146304,2.122436924,25.90022939300566,Good
24-04-2020,1.013035718,272.7946066,10.3087909,2.013035718,2.013762207,0.102749197,7.834988055,0.0,16.13035718,3.548292317,2.017629967,24.088030002763304,Excellent
25-04-2020,1.023883292,277.1765804,10.34866729,2.023883292,2.027176263,0.095209229,7.86466217,0.0,16.23883292,3.687717973,2.038840411,25.30010344325615,Good
26-04-2020,1.018151859,275.7363989,10.33861198,2.018151859,2.019862909,0.088612349,7.852768772,0.0,16.18151859,3.572707251,2.02688067,24.383426590617333,Excellent
27-04-2020,0.99649033,268.7010132,10.28056958,1.99649033,1.992633329,0.105831931,7.800929418,0.0,15.9649033,3.773293562,1.983048715,25.502568306803965,Good
28-04-2020,1.043761891,285.7723758,10.42912758,2.043761891,2.051566548,0.098805674,7.921301381,0.0,16.43761891,3.58286869,2.077071064,24.910308066673956,Excellent
29-04-2020,1.037009076,283.9152185,10.41541159,2.037009076,2.042965782,0.092022,7.906490352,0.0,16.37009076,3.74019819,2.063032944,25.958905887425,Good
30-04-2020,1.038879156,285.0559361,10.4273615,2.038879156,2.045140168,0.100089932,7.913113895,0.0,16.38879156,3.667086317,2.066229054,25.46990109377262,Good
01-05-2020,1.00598167,274.0077225,10.33480403,2.00598167,2.003851675,0.094317487,7.832695276,0.0,16.0598167,3.906480694,1.999878631,26.682997369881768,Good
02-05-2020,1.053358677,291.035161,10.48286355,2.053358677,2.062902928,0.124599908,7.952839105,0.0,16.53358677,3.67949219,2.094065959,25.822789502622417,Good
03-05-2020,0.998421276,272.2320038,10.32377158,1.998421276,1.994057851,0.114029121,7.817072623,0.0,15.98421276,3.343830739,1.983613404,22.47971436417328,Excellent
04-05-2020,1.039372738,286.9692699,10.45213627,2.039372738,2.045070583,0.10741603,7.920903541,0.0,16.39372738,3.959651271,2.064927678,27.653296879689204,Good
05-05-2020,1.07264345,298.9974752,10.55724712,2.07264345,2.086479162,0.124198481,8.0,0.0,16.7264345,3.535111073,2.130869732,25.082300505597658,Good
06-05-2020,1.010243441,277.5200158,10.37513266,2.010243441,2.008296176,0.107296689,7.850608869,0.0,16.10243441,3.594652987,2.005459798,24.52905616387148,Excellent
07-05-2020,1.019968769,281.265405,10.40917955,2.019968769,2.020266752,0.098644541,7.875997747,0.0,16.19968769,3.615578166,2.024290176,24.84929796365227,Excellent
08-05-2020,1.034548665,286.6887726,10.45757406,2.034548665,2.038302486,0.123469802,7.913396792,1.0,16.34548665,4.019054905,2.052819512,28.036565854300566,Good
09-05-2020,1.023767025,283.2143865,10.42966647,2.023767025,2.024633301,0.113344759,7.887265458,1.0,16.23767025,3.326639194,2.030615781,22.818239715994743,Excellent
10-05-2020,1.004123775,276.6171328,10.37495526,2.004123775,1.999884163,0.096861136,7.838853319,0.0,16.04123775,4.391077536,1.990679029,30.25494945302503,Good
11-05-2020,1.037828029,288.6701188,10.48006652,2.037828029,2.041816521,0.107279369,7.923682953,0.0,16.37828029,3.984637136,2.057427674,27.85372628807537,Good
12-05-2020,1.016549251,281.4575807,10.42000745,2.016549251,2.015017265,0.099630345,7.870927851,0.1,16.16549251,3.828112721,2.014200839,26.36453944238292,Good
13-05-2020,1.048624162,292.8973016,10.5197871,2.048624162,2.054907355,0.096433673,7.951429685,0.1,16.48624162,3.782663547,2.077672167,26.565276084584575,Good
14-05-2020,1.022138847,283.8193479,10.44366268,2.022138847,2.021594459,0.118474184,7.885403575,0.0,16.22138847,3.8610658,2.024014028,26.700318514563143,Good
15-05-2020,1.072918661,301.7625369,10.59910925,2.072918661,2.08486033,0.131124094,8.0,0.0,16.72918661,3.918624281,2.124877335,27.877611922892523,Good
16-05-2020,1.027664759,286.0722223,10.46622937,2.027664759,2.028081474,0.096063527,7.899210387,0.0,16.27664759,3.9540168,2.033664605,27.46888502724593,Good
17-05-2020,1.038315238,289.9266946,10.50083646,2.038315238,2.041180578,0.116496748,7.925641444,0.0,16.38315238,3.946794408,2.054252242,27.590901640240837,Good
18-05-2020,1.062469827,298.4858204,10.57572894,2.062469827,2.071157362,0.105856962,7.985705399,0.0,16.62469827,3.864412258,2.101839913,27.387460587450207,Good
19-05-2020,1.023041153,284.7689887,10.45964396,2.023041153,2.021652675,0.105812492,7.886683917,0.0,16.23041153,3.81797061,2.022253086,26.394739802150283,Good
20-05-2020,1.053682104,295.5546856,10.55353953,2.053682104,2.059732695,0.106586747,7.962709352,0.0,16.53682104,3.838242135,2.082797756,27.044807723283302,Good
21-05-2020,1.0767653,303.0,10.62453293,2.0767653,2.088363258,0.105322846,8.0,0.0,16.767653,3.840686681,2.128219378,27.310131713830188,Good
22-05-2020,1.019976951,283.8150229,10.45568227,2.019976951,2.017152197,0.111909387,7.876911868,0.0,16.19976951,4.117703639,2.013890595,28.514334588970154,Good
23-05-2020,1.05733765,296.8870274,10.56904888,2.05733765,2.063625317,0.105286376,7.96935641,0.0,16.5733765,4.021048641,2.087852814,28.420846518023875,Good
24-05-2020,1.060374722,297.9238883,10.57921436,2.060374722,2.067191842,0.116758718,7.975865648,0.0,16.60374722,3.325750267,2.093160911,23.39719278802406,Excellent
25-05-2020,1.072358898,302.0703696,10.61599058,2.072358898,2.081940257,0.114460052,8.0,0.0,16.72358898,4.056598461,2.116356576,28.883139187631464,Good
26-05-2020,1.033541626,288.4144915,10.50013166,2.033541626,2.033184936,0.110943729,7.906238638,0.0,16.33541626,3.976052037,2.037942931,27.675895540234457,Good
27-05-2020,1.033442069,288.2879824,10.50019489,2.033442069,2.032824906,0.104566707,7.90452967,0.0,16.33442069,3.945142257,2.036958537,27.439362949917108,Good
28-05-2020,1.071872491,301.6251616,10.61561697,2.071872491,2.080625564,0.110112643,7.99902092,0.0,16.71872491,3.883048755,2.113028152,27.611842228854236,Good
29-05-2020,1.068967239,300.4730845,10.6068009,2.068967239,2.076754917,0.123607783,7.990048728,0.0,16.68967239,4.197529137,2.106420705,29.843767936066882,Good
30-05-2020,1.069642245,300.5523667,10.60849449,2.069642245,2.077357948,0.121417762,7.989903425,0.0,16.69642245,4.174248201,2.106968296,29.67318829001433,Good
31-05-2020,1.073176674,301.6107631,10.61853536,2.073176674,2.081533686,0.107132823,7.996783472,0.0,16.73176674,3.842282292,2.113229493,27.29998784368062,Good
01-06-2020,1.054272539,294.7940309,10.5610297,2.054272539,2.057659719,0.117281557,7.947444477,0.0,16.54272539,4.090458211,2.074608562,28.781854280285533,Good
02-06-2020,1.074152951,301.5303183,10.61964708,2.074152951,2.082265008,0.125123094,7.994944836,0.0,16.74152951,3.826977735,2.113551964,27.176286255802907,Good
03-06-2020,1.077013206,302.2880446,10.62697368,2.077013206,2.085593744,0.101386959,7.99977344,0.0,16.77013206,3.757714542,2.118450534,26.7037455571917,Good
04-06-2020,1.058517156,295.5496301,10.57000145,2.058517156,2.062225817,0.122920297,7.951090606,0.0,16.58517156,3.920687937,2.08063222,27.568827264209716,Good
05-06-2020,1.111780161,303.0,10.7280769,2.111780161,2.1285555,0.113855705,8.0,0.1,17.11780161,4.230963723,2.186327986,30.154147640201973,Good
06-06-2020,1.085609382,303.0,10.64762201,2.085609382,2.095591819,0.125213,8.0,0.1,16.85609382,4.261620435,2.133152402,30.377495778743107,Good
07-06-2020,1.053981779,293.0400701,10.55056825,2.053981779,2.055806046,0.110628067,7.931707411,0.9,16.53981779,4.186175949,2.069059633,29.37537443776233,Good
08-06-2020,1.092620622,303.0,10.66408607,2.092620622,2.103852345,0.10248012,8.0,0.9,16.92620622,4.241190782,2.145496469,30.228635398420842,Good
09-06-2020,1.061683696,295.0153927,10.56864954,2.061683696,2.06492802,0.103044226,7.945009879,0.0,16.61683696,4.212065625,2.082778727,29.651934192967097,Good
10-06-2020,1.098612378,303.0,10.67658355,2.098612378,2.110834869,0.121985605,8.0,0.0,16.98612378,3.993233823,2.155789413,28.42177339753182,Good
11-06-2020,1.10774103,303.0,10.70089205,2.10774103,2.121990919,0.1248981,8.0,0.0,17.0774103,4.220652893,2.1731975,30.07900028677524,Good
12-06-2020,1.069858476,296.6398332,10.58394243,2.069858476,2.074382277,0.111704182,7.955652242,0.0,16.69858476,4.307122826,2.096580891,30.414945211382655,Good
13-06-2020,1.107246718,303.0,10.69258165,2.107246718,2.120861518,0.1293441,8.0,0.0,17.07246718,4.310702232,2.170503838,30.73519064086873,Good
14-06-2020,1.097945449,303.0,10.66092985,2.097945449,2.108978336,0.106220038,8.0,0.0,16.97945449,4.410456401,2.151045982,31.462085173900867,Good
