Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Temperature,Turbidity,Rainfall,Total Coliform,WQI,Quality
02-02-2020,3.029131786,347.2479072,10.39498407,2966.340914,44.97323142,1.756054445,8.995093116,23.04919848,12.85885926,0.0,6586.457926,67.48059750316985,Poor
03-02-2020,2.973794147,343.9276488,10.06608519,2856.916416,43.66426151,1.699466024,8.939130085,22.2963602,13.09128456,0.0,6132.994142,66.74608982671427,Poor
04-02-2020,3.064731343,349.3838806,10.61478396,3040.021047,46.37658872,1.789172982,9.029452163,23.59101012,13.0836738,0.0,6325.89044,67.4813757489616,Poor
05-02-2020,2.959538589,343.0723153,9.986650763,2830.84487,46.20369702,1.682770898,8.923654743,22.13947485,12.77432953,0.0,6031.399428,66.34687602947606,Poor
06-02-2020,3.028053791,347.1832275,10.40071214,2969.063338,38.45882854,1.750098036,8.991575914,23.1194788,12.9821882,0.4,6159.503683,67.48057393700357,Poor
07-02-2020,2.916710991,340.5026595,9.735571449,2747.544183,47.50080062,1.63758879,8.879649891,21.58109239,13.07910635,0.4,6211.977193,65.14752851719739,Poor
08-02-2020,2.945423991,342.2254394,9.910710651,2806.114664,38.48585576,1.665157308,8.907790649,22.00310282,12.70258772,0.2,6279.138822,65.95160968745901,Poor
09-02-2020,3.018870909,346.6322545,10.3541976,2954.130678,46.45875249,1.737482047,8.980676478,23.05099779,13.13419437,0.2,6238.557201,67.48037318898928,Poor
10-02-2020,3.043202319,348.0921391,10.50293492,3003.893041,46.631275,1.760713915,9.004458117,23.41087953,12.8184467,0.0,6193.276369,67.48090510059752,Poor
11-02-2020,3.01215595,346.229357,10.31934817,2942.876886,39.87060216,1.728590965,8.972873458,22.99507055,13.12663538,0.0,5947.745262,67.48022639255264,Poor
12-02-2020,2.99517187,345.2103122,10.22007694,2909.962026,41.8057285,1.710553584,8.955362727,22.77572619,12.7499895,0.5,5888.513644,67.34475330765866,Poor
13-02-2020,2.983324829,344.4994897,10.15156896,2887.297652,39.61808653,1.697676834,8.943000831,22.62788751,12.633335,0.5,6061.661542,67.0129878149457,Poor
14-02-2020,2.921939388,340.8163633,9.785770839,2765.53258,42.18985639,1.635285582,8.881112485,21.78609302,12.72943101,9.9,6174.222076,65.29394496892078,Poor
15-02-2020,2.95741924,342.9451544,10.00110399,2837.4739,41.81235516,1.66978382,8.91610153,22.29998921,12.78485053,9.9,5935.690211,66.28752560897762,Poor
16-02-2020,2.967986692,343.5792015,10.06690152,2859.565931,44.9797268,1.679394144,8.926190418,22.46468327,12.70943443,0.0,6186.090284,66.58345738799825,Poor
17-02-2020,3.041543847,347.9926308,10.51057535,3007.6126,46.47843566,1.752018941,8.999281394,23.51079971,12.72761387,0.0,6256.586556,67.48086884456751,Poor
18-02-2020,3.003600372,345.7160223,10.28518277,2932.632961,46.64382973,1.713168155,8.960884264,22.99546901,12.82172923,0.0,5775.994189,67.4800393581214,Poor
19-02-2020,2.89606246,339.2637476,9.642160293,2718.439133,40.68207464,1.604748247,8.852905354,21.50537317,12.7052654,0.0,5785.259263,64.56928538788894,Poor
20-02-2020,2.998277619,345.3966571,10.25759229,2923.725869,41.65527119,1.706106987,8.954692303,22.95137272,12.71129146,0.1,5918.145249,67.43172695339939,Poor
21-02-2020,2.960742835,343.1445701,10.03446006,2849.48689,37.14956338,1.667741615,8.916742225,22.44042105,12.36813336,0.1,6001.513381,66.3805998317059,Poor
22-02-2020,2.944139569,342.1483742,9.936851747,2817.084871,39.70181657,1.650333837,8.899736703,22.22205429,12.77423929,0.6,5829.043605,65.91564063011003,Poor
23-02-2020,3.006623992,345.8974395,10.31370377,2942.831913,44.93616199,1.712040063,8.961832027,23.11045464,12.66444058,0.6,6198.561068,67.48010545780805,Poor
24-02-2020,3.025711026,347.0426615,10.4301051,2981.757631,46.81319045,1.730375445,8.980543235,23.39082701,12.99118594,3.8,6007.296521,67.4805227215259,Poor
25-02-2020,3.018912848,346.6347709,10.39112825,2968.88616,38.19090708,1.722852385,8.973382617,23.30833798,12.46852886,3.8,5924.935937,67.48037410584419,Poor
26-02-2020,2.928643217,341.218593,9.85125521,2789.044797,40.04677096,1.631884855,8.882764036,22.05677639,12.28256959,6.2,5624.630376,65.4816795374918,Poor
27-02-2020,2.953466701,342.708002,10.00187288,2839.362474,41.67787551,1.656037628,8.907252165,22.41604257,12.75610493,6.2,5643.618795,66.17683838767033,Poor
28-02-2020,2.983882189,344.5329313,10.18597412,2900.836771,42.53324417,1.685809796,8.937345992,22.85311752,12.69053852,0.1,5958.158902,67.02859616938716,Poor
29-02-2020,3.01455692,346.3734152,10.37156186,2962.801974,39.20237598,1.715868785,8.967712852,23.29333923,12.40877104,0.1,5470.819865,67.48027888041972,Poor
01-03-2020,2.940351002,341.9210601,9.927796299,2814.978119,42.8445717,1.641074888,8.893212945,22.26474603,12.29421821,0.0,6095.456624,65.8095452939226,Poor
02-03-2020,2.953626656,342.7175994,10.00885033,2842.08947,40.09486616,1.653790498,8.906208577,22.46040595,12.89784658,0.0,5857.098046,66.18131778044159,Poor
03-03-2020,2.906263002,339.8757801,9.725998262,2747.894104,41.41983322,1.605894902,8.858578952,21.80662377,12.86388033,1.2,6533.357846,64.85494218964513,Poor
04-03-2020,2.900510215,339.5306129,9.692740742,2736.892211,43.05167457,1.599638433,8.852574324,21.73489918,12.07475247,1.2,6342.544887,64.6938406780223,Poor
05-03-2020,2.999758654,345.4855192,10.28941956,2935.864363,41.38456132,1.698411599,8.951585127,23.13269462,12.47228193,21.7,5841.107275,67.47320197711869,Poor
06-03-2020,3.025827556,347.0496533,10.44694978,2988.44889,40.0114645,1.724033777,8.977430667,23.5054769,12.88894729,21.7,5852.779262,67.48052526900094,Poor
07-03-2020,2.953369945,342.7021967,10.01324922,2843.951709,40.94998862,1.651158125,8.904764035,22.49838607,12.45358064,42.9,6070.027655,66.17412882485607,Poor
08-03-2020,3.006174007,345.8704404,10.33104668,2949.94907,40.97480562,1.703572952,8.95737348,23.24445456,12.44385909,42.9,6208.626609,67.48009562063687,Poor
09-03-2020,2.973178378,343.8907027,10.13397369,2884.318126,40.09382999,1.670217009,8.924197694,22.78882126,12.47912417,7.1,5537.68392,66.72884578193543,Poor
10-03-2020,2.922012374,340.8207425,9.827805884,2782.317404,40.39434629,1.618719719,8.872866047,22.07829471,12.30569914,7.1,5505.529993,65.29598887477228,Poor
11-03-2020,2.971582743,343.7949646,10.12598349,2881.760301,45.93646001,1.667987928,8.922285335,22.77756766,12.18363559,16.6,5736.131926,66.68416149056328,Poor
12-03-2020,3.029732431,347.2839458,10.47556398,2998.332621,42.79598244,1.725864672,8.980298551,23.59643981,12.73032368,16.6,5975.039324,67.48061063389929,Poor
13-03-2020,2.950430182,342.5258109,10.00035961,2839.97177,40.20241841,1.646318776,8.900874479,22.49047216,12.14696301,14.7,5956.03917,66.09180346443925,Poor
14-03-2020,3.02991797,347.2950782,10.47782204,2999.161626,43.15829472,1.725592286,8.980255128,23.60705107,12.5612548,14.7,6069.011654,67.48061469000946,Poor
15-03-2020,2.820236417,334.714185,9.22019483,2579.983365,40.04748842,1.515725886,8.770481151,20.67474413,12.6858816,1.7,5613.731511,62.44584675748742,Poor
16-03-2020,2.9919304,345.015824,10.25074712,2923.52669,44.5527849,1.68726451,8.942097455,23.08117867,12.21560166,1.7,5389.277051,67.25397892006121,Poor
17-03-2020,2.954873063,342.7923838,10.02871767,2849.537842,42.12975497,1.650081347,8.904977205,22.56457792,12.31879129,0.2,6023.164968,66.21622226269766,Poor
18-03-2020,2.935329704,341.6197822,9.91169815,2810.547379,40.68929641,1.630441732,8.885385718,22.29265535,12.74459634,0.2,5685.200959,65.6689284593019,Poor
19-03-2020,2.954701469,342.7820881,10.02809538,2849.357565,42.34768797,1.649746841,8.904724155,22.56502655,12.60737235,4.8,5446.642717,66.21141693044524,Poor
20-03-2020,2.85064239,336.5385434,9.403833502,2641.276445,36.28820496,1.545650724,8.800646557,21.10884761,12.37668871,4.8,5879.075255,63.297338080376015,Poor
21-03-2020,2.939018721,341.8411232,9.934110009,2818.036515,37.6197902,1.634019647,8.889019184,22.34624588,12.74046601,0.2,6008.642083,65.77223598921518,Poor
22-03-2020,2.967913503,343.5748102,10.10742314,2875.803856,37.42053996,1.662936653,8.917925078,22.75038392,12.74171227,0.2,5825.762197,66.58140779734751,Poor
23-03-2020,3.024082199,346.944932,10.4443057,2988.0894,41.43632917,1.719157198,8.974119699,23.53583831,12.55512302,5.9,5758.992814,67.4804871136049,Poor
24-03-2020,2.924477634,340.968658,9.846474658,2788.79881,46.21319079,1.619634092,8.874555863,22.13994886,12.32270597,5.9,5819.300988,65.36502621482182,Poor
25-03-2020,2.910244077,340.1146446,9.760795703,2760.22065,47.72065071,1.605511579,8.860377828,21.93873578,12.42199156,1.4,5777.889718,64.96642853537857,Poor
26-03-2020,2.925932399,341.0559439,9.854574142,2791.456697,42.95496334,1.621340499,8.876136449,22.15591183,12.56441911,1.4,5583.451331,65.40576557134008,Poor
27-03-2020,2.997215629,345.3329377,10.28184825,2933.853049,42.56035436,1.692793838,8.947504734,23.15090015,12.4723997,0.0,5711.400434,67.40198689969394,Poor
28-03-2020,2.968382003,343.6029202,10.10834757,2875.986227,35.6746047,1.664159782,8.918770893,22.74373691,12.70140257,0.0,5960.089324,66.59452770917437,Poor
29-03-2020,2.926028866,341.061732,9.85365632,2791.050982,39.47265365,1.622035617,8.876532241,22.14678599,12.21166332,3.5,5921.886337,65.408467041026,Poor
30-03-2020,2.978826011,344.2295607,10.16979343,2896.386966,38.76315432,1.675091067,8.929458539,22.88142568,12.22328577,3.5,5893.099879,66.88700255246665,Poor
31-03-2020,2.958735423,343.0241254,10.04853099,2855.918228,39.29271904,1.655288042,8.909511732,22.59512511,12.56334504,8.6,5662.614941,66.324384103986,Poor
01-04-2020,3.003105632,345.6863379,10.31396041,2944.341911,40.68250384,1.699974985,8.954040308,23.21076517,12.43440479,8.6,5827.719515,67.48002854255628,Poor
02-04-2020,2.92043526,340.7261156,9.817073645,2778.655354,39.80524485,1.617650426,8.871542843,22.04732824,12.41335568,0.1,5431.200735,65.25182324695766,Poor
03-04-2020,2.940091779,341.9055067,9.934075787,2817.593603,35.32109602,1.637681733,8.891386756,22.3159607,12.19171286,0.1,5905.119991,65.80228599209356,Poor
04-04-2020,2.937878612,341.7727167,9.919787652,2812.763616,43.54309155,1.63587222,8.889375416,22.27791243,12.55629731,0.9,6158.2236,65.74030828474093,Poor
05-04-2020,2.885389268,338.6233561,9.603770593,2707.35253,38.12437155,1.583815274,8.837102271,21.53549465,12.54940409,0.9,5580.86862,64.27039245737083,Poor
06-04-2020,2.974523568,343.9714141,10.13742385,2885.160114,42.10644275,1.673410589,8.926467079,22.77530707,12.69871867,5.5,5761.967127,66.76651659130656,Poor
07-04-2020,2.973994057,343.9396434,10.13302305,2883.611597,47.65989974,1.673370574,8.926182316,22.75932774,12.59037028,5.5,5948.645236,66.75168812249507,Poor
08-04-2020,2.962491544,343.2494926,10.06271339,2860.088739,38.73128106,1.662385892,8.914938718,22.58923052,12.55913028,5.0,6137.27614,66.4295708197187,Poor
09-04-2020,2.951871546,342.6122928,9.997628376,2838.302732,33.95317356,1.652311908,8.904591727,22.43099533,12.83060645,5.0,5801.157786,66.13216753829337,Poor
10-04-2020,2.894267448,339.1560469,9.650568705,2722.520503,40.74342675,1.595281843,8.847274646,21.61449238,12.34275844,0.0,5756.657891,64.5190177269183,Poor
11-04-2020,2.945508427,342.2305056,9.956509867,2824.400576,44.96450662,1.647124704,8.898816565,22.32133312,12.72306269,0.0,5505.83745,65.95397424003497,Poor
12-04-2020,2.950978853,342.5587312,9.987758541,2834.711875,47.59962553,1.653224685,8.904601769,22.38690189,12.29257262,1.0,5925.031363,66.10716849143772,Poor
13-04-2020,2.929643315,341.2785989,9.85810271,2791.383758,38.10163834,1.632546186,8.88359475,22.07670616,12.47062787,1.0,6317.686742,65.50968636263936,Poor
14-04-2020,2.963403717,343.304223,10.0589543,2858.220234,43.34881779,1.666990919,8.917697318,22.53737602,12.40774459,0.0,5969.875701,66.45511538606716,Poor
15-04-2020,2.99344909,345.1069454,10.23744799,2917.599561,40.5339305,1.697747708,8.948098399,22.94556143,12.81911433,0.0,5915.283845,67.29650843744078,Poor
16-04-2020,3.069401578,349.6640947,10.69131718,3068.766242,41.68584624,1.774438491,9.024420034,23.99597611,12.66256393,16.3,5989.69331,67.4814778454784,Poor
17-04-2020,2.985733554,344.6440132,10.18739666,2900.665243,50.01321658,1.691535419,8.941134487,22.81123711,12.68633199,16.3,5928.795589,67.08044194432703,Poor
18-04-2020,2.991860642,345.0116385,10.22218073,2912.128035,37.65041392,1.698453891,8.947657267,22.88316713,12.48153526,30.8,5774.346493,67.25202541138962,Poor
19-04-2020,2.977304778,344.1382867,10.13280159,2882.198726,43.00230193,1.684715607,8.933510193,22.66507737,12.65725082,30.8,6107.737204,66.84440182070247,Poor
20-04-2020,2.887197351,338.731841,9.590048192,2701.140337,43.72851597,1.595451715,8.843824533,21.38881153,12.57925832,28.6,5994.560039,64.32102615965897,Poor
21-04-2020,2.983983317,344.538999,10.16859089,2893.843029,45.66971939,1.693106921,8.941045119,22.72860336,12.82385408,28.6,5959.449682,67.03142816607155,Poor
22-04-2020,2.990557238,344.9334343,10.2057977,2906.096184,42.79577855,1.700575528,8.948066383,22.80498124,12.56460186,5.2,5767.563976,67.2155247805509,Poor
23-04-2020,3.113007504,352.2804503,10.93819963,3150.076849,43.51796756,1.823945664,9.070976584,24.50318727,13.04487666,5.2,6230.237782,67.48243111939809,Poor
24-04-2020,2.982589295,344.4553577,10.15332843,2888.295653,41.51334803,1.694472233,8.941030764,22.66079873,12.46033531,2.2,6109.562579,66.99238986143699,Poor
25-04-2020,3.009708229,346.0824937,10.31361851,2941.564113,43.59261529,1.722560573,8.968634401,23.02349917,12.65111207,2.2,5873.308418,67.48017288264228,Poor
26-04-2020,2.995379647,345.2227788,10.22516265,2911.913199,41.85503258,1.709225741,8.954802694,22.80550841,13.16524675,12.7,6191.710676,67.35057191153537,Poor
27-04-2020,2.941225826,341.9735496,9.897695228,2802.587761,44.85110479,1.656089717,8.901157772,22.02954347,12.76059035,12.7,5899.465016,65.83404393587408,Poor
28-04-2020,3.059404727,349.0642836,10.60416477,3037.904019,41.98171242,1.775310161,9.019857444,23.66582107,12.60286937,15.4,5850.390059,67.48125930321358,Poor
29-04-2020,3.042522689,348.0513613,10.5002101,3003.074963,44.32834267,1.759493104,9.003507896,23.41083538,12.92829657,15.4,5862.837488,67.48089024313197,Poor
30-04-2020,3.047197891,348.3318734,10.52554105,3011.337264,43.21806329,1.765256408,9.008727149,23.45724642,12.8084456,1.0,5668.725169,67.4809924482256,Poor
01-05-2020,2.964954175,343.3972505,10.0293015,2845.738931,46.79509267,1.684123594,8.927038885,22.28639362,12.75579078,1.0,6125.57912,66.49853453709102,Poor
02-05-2020,3.083396694,350.5038016,10.73712318,3081.490596,43.37609795,1.803699485,9.046048089,23.92475486,12.72362468,7.4,5673.541959,67.4817837942141,Poor
03-05-2020,2.946053191,342.2631915,9.910173402,2805.648085,38.32673237,1.667511489,8.90928234,21.98172447,13.51669493,7.4,5802.748467,65.96922985509728,Poor
04-05-2020,3.048431845,348.4059107,10.52150208,3009.228094,47.54932412,1.771067441,9.012249643,23.3944229,12.93331255,8.5,5642.149369,67.48101942385046,Poor
05-05-2020,3.131608626,353.3965175,11.01756591,3174.382914,41.16623687,1.855442963,9.096025795,24.53791985,12.61948744,8.5,6049.043595,67.48283776051154,Poor
06-05-2020,2.975608602,344.0365161,10.07851619,2861.163037,42.04411771,1.700662769,8.940635686,22.3325725,13.32468988,13.8,6045.342163,66.79690197103403,Poor
07-05-2020,2.999921922,345.4953153,10.22129472,2908.54912,42.34248845,1.726216645,8.965569283,22.65124925,13.16987184,13.8,6019.371182,67.4777741473803,Poor
08-05-2020,3.036371664,347.6822998,10.43684089,2980.187689,48.37887809,1.763927302,9.002649483,23.13947962,12.91643038,0.1,5885.651747,67.48075577490344,Poor
09-05-2020,3.009417563,346.0650538,10.27191403,2924.998587,37.97663118,1.738254101,8.976335832,22.73970646,12.9055156,0.1,5869.327286,67.480166528383,Poor
10-05-2020,2.960309438,343.1185663,9.974014019,2825.481832,53.92694999,1.690446482,8.92787796,22.02943387,13.24959283,0.7,6206.401802,66.36846294713254,Poor
11-05-2020,3.044570074,348.1742044,10.47627852,2992.683377,47.81384742,1.776026843,9.012798458,23.18598756,13.08860981,0.7,6013.315388,67.48093500123879,Poor
12-05-2020,2.991373127,344.9823876,10.15375045,2884.950929,45.44924926,1.724168452,8.96027079,22.41780559,12.77622263,9.8,6196.736603,67.2383730019675,Poor
13-05-2020,3.071560404,349.7936242,10.63148164,3043.968495,44.7505493,1.805712717,9.04113656,23.51668018,13.54261347,9.8,5966.59261,67.48152503978721,Poor
14-05-2020,3.005347117,345.820827,10.23076437,2910.166902,45.90939535,1.740874448,8.975610782,22.56563133,13.12243021,6.9,6190.167533,67.48007754390439,Poor
15-05-2020,3.132296652,353.4377991,10.98897998,3162.673331,46.75536455,1.869216625,9.103256638,24.3185536,13.53271387,6.9,6425.055402,67.48285280153756,Poor
16-05-2020,3.019161896,346.6497138,10.30664682,2934.993968,47.26862919,1.757491721,8.990826808,22.70999462,13.51395892,9.4,6292.206843,67.48037955031698,Poor
17-05-2020,3.045788096,348.2472858,10.4628374,2986.819723,47.14246027,1.785544565,9.01816633,23.05779514,13.08303629,9.4,6103.190751,67.48096162857975,Poor
18-05-2020,3.106174568,351.8704741,10.8215487,3106.149653,45.88869033,1.847374051,9.079274309,23.877953,13.51512892,12.2,6247.935915,67.48228174382423,Poor
19-05-2020,3.007602882,345.9561729,10.2264712,2907.547325,45.17382867,1.750261322,8.981432102,22.47241767,13.20373418,12.2,6159.30526,67.48012685742913,Poor
20-05-2020,3.084205261,350.5523156,10.6823993,3059.277616,45.45947071,1.828338166,9.058771714,23.5190478,12.98648573,25.1,6220.072829,67.48180147037819,Poor
21-05-2020,3.14191325,354.014795,11.02492339,3173.204055,45.47751966,1.887535695,9.117224473,24.30089272,13.30097315,25.1,6164.546127,67.48306303104276,Poor
22-05-2020,2.999942378,345.4965427,10.16933773,2887.75814,49.61397189,1.747068994,8.976005686,22.28697752,13.49174328,15.2,6208.082579,67.4783469988705,Poor
23-05-2020,3.093344125,351.1006475,10.72595232,3073.043277,48.14516746,1.841989098,9.070166612,23.56803073,13.3462397,15.2,6294.755967,67.48200125610289,Poor
24-05-2020,3.100936804,351.5562083,10.76767816,3086.696543,37.69654068,1.85111387,9.078525337,23.64751661,13.40418898,0.8,6065.156254,67.48216724050863,Poor
25-05-2020,3.130897245,353.3538347,10.94357737,3145.07205,48.6399464,1.882619686,9.109258466,24.03991872,13.72135592,0.8,6072.24254,67.48282220895577,Poor
26-05-2020,3.033854064,347.5312438,10.35742278,2949.427488,47.41227256,1.787134704,9.012994384,22.6540457,13.54120999,0.7,6009.396287,67.4807007373752,Poor
27-05-2020,3.033605172,347.5163103,10.35200303,2947.359143,46.92899384,1.788456373,9.013530773,22.62307639,13.37873636,0.7,5978.829787,67.48069529632733,Poor
28-05-2020,3.129681227,353.2808736,10.92450321,3137.928794,45.97781058,1.886114886,9.110398056,23.94044814,13.7154951,0.4,6067.295907,67.48279562544633,Poor
29-05-2020,3.122418098,352.8450859,10.87693972,3121.80865,50.67509273,1.880445644,9.103931871,23.81087132,13.64251716,0.4,6354.599094,67.48263684540552,Poor
30-05-2020,3.124105612,352.9463367,10.8830527,3123.578836,50.30581816,1.883738,9.106421806,23.80641178,13.12674583,5.5,6156.185405,67.48267373631859,Poor
31-05-2020,3.132941686,353.4765011,10.93203084,3139.635661,45.306138,1.894189396,9.116065541,23.90184867,13.74500551,5.5,6449.580718,67.48286690268162,Poor
01-06-2020,3.085681348,350.6408809,10.64440551,3043.489663,49.00846024,1.848554382,9.069617865,23.21176079,13.76614383,15.2,6365.990503,67.48183373930627,Poor
02-06-2020,3.135382379,353.6229427,10.93852458,3141.25688,45.03581755,1.899890256,9.120136317,23.87896544,13.72041208,15.2,5977.608239,67.48292025894483,Poor
03-06-2020,3.142533015,354.0519809,10.9773187,3153.914274,43.97632118,1.908684772,9.128108894,23.95030647,13.92349586,5.5,6514.633292,67.48307657979304,Poor
04-06-2020,3.09629289,351.2775734,10.69574688,3059.781595,46.40026675,1.864097074,9.082694982,23.27402723,13.63959451,5.5,6558.191111,67.48206571937622,Poor
05-06-2020,3.229450402,359.2670241,11.49054073,3324.436133,51.03364747,1.998915072,9.216682737,25.10917389,13.87043169,26.7,6209.712494,67.48497669026452,Poor
06-06-2020,3.164023455,355.3414073,11.09380892,3191.914186,51.47264748,1.935156178,9.152089816,24.1640057,13.51893079,26.7,6505.033734,67.48354638464622,Poor
07-06-2020,3.084954447,350.5972668,10.61520706,3032.101045,50.32004113,1.857762296,9.073858371,23.0277249,13.94305543,6.7,6262.259218,67.48181784842963,Poor
08-06-2020,3.181551555,356.3930933,11.19058546,3223.613561,51.12424236,1.956041105,9.17129633,24.35065465,14.28167906,6.7,6465.7057,67.4839295683524,Poor
09-06-2020,3.104209239,351.7525543,10.72231211,3067.241149,50.66626776,1.880386568,9.094797904,23.23832609,13.72163199,0.4,6205.930286,67.4822387795307,Poor
10-06-2020,3.196530944,357.2918566,11.27200895,3250.191203,47.36262377,1.97440163,9.187966287,24.50119622,13.79827657,0.4,6112.908851,67.4842570343948,Poor
11-06-2020,3.219352574,358.6611544,11.40469265,3294.13603,50.75267943,1.998921692,9.211637133,24.79097647,13.83795648,0.0,6407.704947,67.48475594053778,Poor
12-06-2020,3.124646191,352.9787715,10.83219684,3103.020259,52.02844085,1.905918314,9.117782252,23.43528453,14.03576179,0.0,6472.295132,67.48268555399693,Poor
13-06-2020,3.218116795,358.5870077,11.38875278,3288.254395,52.06079354,2.001095991,9.212106393,24.71399921,13.82702867,0.7,6430.308028,67.48472892505282,Poor
14-06-2020,3.194863622,357.1918173,11.24495716,3240.037414,53.53572314,1.979553452,9.189708537,24.35851868,14.15382151,0.7,6285.867615,67.48422058489398,Poor
